Position,Track Name,Artist,Streams,URL,date,week
1,Dance Monkey,Tones And I,50183626,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-02,1
2,ROXANNE,Arizona Zervas,33254585,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-02,1
3,Tusa,KAROL G,29349573,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-02,1
4,Memories,Maroon 5,26067853,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-02,1
5,Falling,Trevor Daniel,25901488,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-02,1
6,Circles,Post Malone,25481417,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-01-02,1
7,Don't Start Now,Dua Lipa,25355075,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-02,1
8,Blinding Lights,The Weeknd,24279792,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-02,1
9,Senorita,Shawn Mendes,22341642,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-01-02,1
10,everything i wanted,Billie Eilish,21828884,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020-01-02,1
1,Dance Monkey,Tones And I,50241241,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-09,2
2,Yummy,Justin Bieber,36772939,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-09,2
3,ROXANNE,Arizona Zervas,33546219,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-09,2
4,The Box,Roddy Ricch,32333490,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-09,2
5,Tusa,KAROL G,29519007,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-09,2
6,Blinding Lights,The Weeknd,29198353,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-09,2
7,Falling,Trevor Daniel,28253241,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-09,2
8,Don't Start Now,Dua Lipa,27338884,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-09,2
9,Memories,Maroon 5,27008690,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-09,2
10,Circles,Post Malone,26365136,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-01-09,2
1,Dance Monkey,Tones And I,52055226,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-16,3
2,The Box,Roddy Ricch,46771676,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-16,3
3,Life Is Good (feat. Drake),Future,39404104,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-16,3
4,Yummy,Justin Bieber,38715310,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-16,3
5,Tusa,KAROL G,34288744,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-16,3
6,ROXANNE,Arizona Zervas,34104838,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-16,3
7,Blinding Lights,The Weeknd,31993009,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-16,3
8,Don't Start Now,Dua Lipa,29149812,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-16,3
9,Falling,Trevor Daniel,28908175,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-16,3
10,Memories,Maroon 5,26277252,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-16,3
1,Dance Monkey,Tones And I,50409214,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-23,4
2,The Box,Roddy Ricch,48937592,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-23,4
3,Tusa,KAROL G,41434019,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-23,4
4,Godzilla (feat. Juice WRLD),Eminem,40637125,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020-01-23,4
5,Yummy,Justin Bieber,34586419,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-23,4
6,Life Is Good (feat. Drake),Future,34200687,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-23,4
7,Blinding Lights,The Weeknd,33551309,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-23,4
8,ROXANNE,Arizona Zervas,32102084,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-23,4
9,Falling,Trevor Daniel,28606316,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-23,4
10,Don't Start Now,Dua Lipa,28228768,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-23,4
1,Dance Monkey,Tones And I,48870726,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-30,5
2,The Box,Roddy Ricch,46753969,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-30,5
3,Blinding Lights,The Weeknd,37841717,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-30,5
4,Tusa,KAROL G,37220495,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-30,5
5,Godzilla (feat. Juice WRLD),Eminem,36136822,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020-01-30,5
6,Yummy,Justin Bieber,31623733,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-30,5
7,Life Is Good (feat. Drake),Future,30860993,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-30,5
8,ROXANNE,Arizona Zervas,30372434,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-30,5
9,Falling,Trevor Daniel,29014454,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-30,5
10,Don't Start Now,Dua Lipa,28864493,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-30,5
1,Dance Monkey,Tones And I,46784119,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-02-06,6
2,The Box,Roddy Ricch,46163456,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-02-06,6
3,Blinding Lights,The Weeknd,39499306,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-02-06,6
4,Tusa,KAROL G,34306204,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-02-06,6
5,Don't Start Now,Dua Lipa,31619914,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-02-06,6
6,Yummy,Justin Bieber,30271614,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-02-06,6
7,Godzilla (feat. Juice WRLD),Eminem,29736238,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020-02-06,6
8,Falling,Trevor Daniel,29261780,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-02-06,6
9,ROXANNE,Arizona Zervas,28640909,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-02-06,6
10,Life Is Good (feat. Drake),Future,28592972,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-02-06,6
1,The Box,Roddy Ricch,46164667,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-02-13,7
2,Dance Monkey,Tones And I,45693114,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-02-13,7
3,Blinding Lights,The Weeknd,41937435,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-02-13,7
4,Don't Start Now,Dua Lipa,34359604,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-02-13,7
5,Tusa,KAROL G,32155090,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-02-13,7
6,Falling,Trevor Daniel,29862206,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-02-13,7
7,Intentions,Justin Bieber,28509534,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,2020-02-13,7
8,ROXANNE,Arizona Zervas,28176456,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-02-13,7
9,Life Is Good (feat. Drake),Future,28155037,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-02-13,7
10,Yummy,Justin Bieber,27220580,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-02-13,7
1,Dance Monkey,Tones And I,43692654,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-02-20,8
2,The Box,Roddy Ricch,42387090,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-02-20,8
3,Blinding Lights,The Weeknd,42033465,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-02-20,8
4,No Time To Die,Billie Eilish,36473566,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,2020-02-20,8
5,Intentions (feat. Quavo),Justin Bieber,35379447,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-02-20,8
6,Don't Start Now,Dua Lipa,32931653,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-02-20,8
7,Yummy,Justin Bieber,29921795,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020-02-20,8
8,Tusa,KAROL G,29849584,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-02-20,8
9,Falling,Trevor Daniel,28709550,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-02-20,8
10,ROXANNE,Arizona Zervas,27052997,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-02-20,8
1,Blinding Lights,The Weeknd,43653241,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-02-27,9
2,Dance Monkey,Tones And I,40578037,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-02-27,9
3,The Box,Roddy Ricch,39857901,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-02-27,9
4,Don't Start Now,Dua Lipa,32565008,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-02-27,9
5,Intentions (feat. Quavo),Justin Bieber,31250257,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-02-27,9
6,Tusa,KAROL G,28807586,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-02-27,9
7,After Hours,The Weeknd,27647920,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v,2020-02-27,9
8,Falling,Trevor Daniel,26592499,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-02-27,9
9,ROXANNE,Arizona Zervas,25517030,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-02-27,9
10,No Time To Die,Billie Eilish,25455582,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,2020-02-27,9
1,Blinding Lights,The Weeknd,43316941,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-03-05,10
2,The Box,Roddy Ricch,39070218,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-03-05,10
3,Dance Monkey,Tones And I,38072447,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-03-05,10
4,Don't Start Now,Dua Lipa,33460126,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-03-05,10
5,Intentions (feat. Quavo),Justin Bieber,29542408,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-05,10
6,Ignorantes,Bad Bunny,29245976,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,2020-03-05,10
7,La Dificil,Bad Bunny,27543705,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,2020-03-05,10
8,Tusa,KAROL G,27008232,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-03-05,10
9,Si Veo a Tu Mama,Bad Bunny,26149940,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,2020-03-05,10
10,Say So,Doja Cat,25776622,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-05,10
1,Blinding Lights,The Weeknd,41066317,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-03-12,11
2,The Box,Roddy Ricch,37470185,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-03-12,11
3,Dance Monkey,Tones And I,36071262,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-03-12,11
4,Don't Start Now,Dua Lipa,32169572,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-03-12,11
5,La Dificil,Bad Bunny,29598307,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,2020-03-12,11
6,Intentions (feat. Quavo),Justin Bieber,27261529,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-12,11
7,Si Veo a Tu Mama,Bad Bunny,25902740,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,2020-03-12,11
8,Say So,Doja Cat,25693166,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-12,11
9,Tusa,KAROL G,25559126,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-03-12,11
10,Ignorantes,Bad Bunny,24557120,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,2020-03-12,11
1,Blinding Lights,The Weeknd,38959007,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-03-19,12
2,The Box,Roddy Ricch,36721509,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-03-19,12
3,Dance Monkey,Tones And I,33770756,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-03-19,12
4,Don't Start Now,Dua Lipa,30233523,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-03-19,12
5,Intentions (feat. Quavo),Justin Bieber,24846055,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-19,12
6,Say So,Doja Cat,24636152,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-19,12
7,Falling,Trevor Daniel,23410869,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-03-19,12
8,Tusa,KAROL G,23183142,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-03-19,12
9,Safaera,Bad Bunny,22886729,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,2020-03-19,12
10,La Dificil,Bad Bunny,22423602,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,2020-03-19,12
1,Blinding Lights,The Weeknd,52375259,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-03-26,13
2,The Box,Roddy Ricch,33753609,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-03-26,13
3,Dance Monkey,Tones And I,31463007,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-03-26,13
4,Don't Start Now,Dua Lipa,29155117,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-03-26,13
5,Roses - Imanbek Remix,SAINt JHN,26653236,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-03-26,13
6,In Your Eyes,The Weeknd,26303039,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,2020-03-26,13
7,death bed (coffee for your head),Powfu,25224363,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-03-26,13
8,Say So,Doja Cat,24483960,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-26,13
9,Intentions (feat. Quavo),Justin Bieber,23572775,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-26,13
10,After Hours,The Weeknd,22128235,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,2020-03-26,13
1,Blinding Lights,The Weeknd,46779503,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-02,14
2,Don't Start Now,Dua Lipa,37779776,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-02,14
3,Roses - Imanbek Remix,SAINt JHN,32190834,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-02,14
4,The Box,Roddy Ricch,31653811,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-04-02,14
5,Dance Monkey,Tones And I,29885504,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-04-02,14
6,death bed (coffee for your head),Powfu,27959285,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-02,14
7,Break My Heart,Dua Lipa,25320233,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-04-02,14
8,Say So,Doja Cat,24515508,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-02,14
9,Intentions (feat. Quavo),Justin Bieber,23456128,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-04-02,14
10,Blueberry Faygo,Lil Mosey,23094739,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-02,14
1,Blinding Lights,The Weeknd,45847200,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-09,15
2,Toosie Slide,Drake,45292273,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,2020-04-09,15
3,Roses - Imanbek Remix,SAINt JHN,35360782,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-09,15
4,Don't Start Now,Dua Lipa,33990470,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-09,15
5,The Box,Roddy Ricch,30733614,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-04-09,15
6,death bed (coffee for your head),Powfu,29768334,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-09,15
7,Dance Monkey,Tones And I,29244907,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-04-09,15
8,Blueberry Faygo,Lil Mosey,25502966,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-09,15
9,Say So,Doja Cat,23883417,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-09,15
10,Intentions (feat. Quavo),Justin Bieber,21653442,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-04-09,15
1,Blinding Lights,The Weeknd,43296504,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-16,16
2,Toosie Slide,Drake,43153861,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,2020-04-16,16
3,Roses - Imanbek Remix,SAINt JHN,35069879,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-16,16
4,Don't Start Now,Dua Lipa,31564263,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-16,16
5,death bed (coffee for your head),Powfu,30190541,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-16,16
6,The Box,Roddy Ricch,28512193,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-04-16,16
7,Dance Monkey,Tones And I,27266663,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-04-16,16
8,Blueberry Faygo,Lil Mosey,25687351,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-16,16
9,Say So,Doja Cat,23386803,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-16,16
10,Break My Heart,Dua Lipa,20576047,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-04-16,16
1,Blinding Lights,The Weeknd,42335028,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-23,17
2,Toosie Slide,Drake,38242621,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,2020-04-23,17
3,Roses - Imanbek Remix,SAINt JHN,34732785,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-23,17
4,death bed (coffee for your head),Powfu,30329811,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-23,17
5,Don't Start Now,Dua Lipa,29891608,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-23,17
6,Dance Monkey,Tones And I,26584647,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-04-23,17
7,The Box,Roddy Ricch,26557289,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-04-23,17
8,Blueberry Faygo,Lil Mosey,25265589,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-23,17
9,Say So,Doja Cat,23062125,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-23,17
10,ROCKSTAR (feat. Roddy Ricch),DaBaby,20077654,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020-04-23,17
1,THE SCOTTS,THE SCOTTS,48430814,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,2020-04-30,18
2,Blinding Lights,The Weeknd,39815380,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-30,18
3,Roses - Imanbek Remix,SAINt JHN,33715483,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-30,18
4,Toosie Slide,Drake,33319125,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,2020-04-30,18
5,death bed (coffee for your head),Powfu,28723959,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-30,18
6,Don't Start Now,Dua Lipa,27328676,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-30,18
7,SICKO MODE,Travis Scott,24424239,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2020-04-30,18
8,The Box,Roddy Ricch,24176908,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-04-30,18
9,Dance Monkey,Tones And I,24035263,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-04-30,18
10,Righteous,Juice WRLD,23233286,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t,2020-04-30,18
1,Blinding Lights,The Weeknd,38464931,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-05-07,19
2,Toosie Slide,Drake,37583329,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,2020-05-07,19
3,THE SCOTTS,THE SCOTTS,35903259,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,2020-05-07,19
4,Roses - Imanbek Remix,SAINt JHN,33511709,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-05-07,19
